target_id,msa_depth,msa_avg_len,msa_first_len,gap_fraction,status
1MFK_A,18,23.0,23,0.04589371980676329,OK
1M5L_A,62,38.0,38,0.15959252971137522,OK
1M8Y_D,1,10.0,10,0.0,OK
1M82_A,59,25.0,25,0.01152542372881356,OK
1MME_D,2,25.0,25,0.0,OK
1FFK_9,7500,122.0,122,0.06837595628415301,OK
1MY9_B,1,14.0,14,0.0,OK
1N33_Y,5,17.0,17,0.0,OK
1N32_Y,2,17.0,17,0.0,OK
1MNX_A,1205,42.0,42,0.01284331159849832,OK
1N66_A,11,22.0,22,0.07851239669421488,OK
1N53_A,51,16.0,16,0.007352941176470588,OK
1NBK_A,5,34.0,34,0.18235294117647058,OK
1IL2_C,7036,75.0,75,0.04356073526624976,OK
1NA2_A,116,30.0,30,0.034195402298850576,OK
1GRZ_B,4651,247.0,247,0.16794350960178342,OK
1N8X_A,241,36.0,36,0.11721991701244813,OK
1IL2_D,7036,75.0,75,0.04356073526624976,OK
1M5K_E,2119,92.0,92,0.11309682582021872,OK
1NBR_A,57,29.0,29,0.17543859649122806,OK
1NC0_A,4,24.0,24,0.0,OK
1NYB_B,10,24.0,24,0.04583333333333333,OK
1O15_A,43,33.0,33,0.021141649048625793,OK
1NTA_B,2,18.0,18,0.0,OK
1OQ0_A,1,15.0,15,0.0,OK
1OTC_D,1,12.0,12,0.0,OK
1P5N_A,141,34.0,34,0.13412599082186066,OK
1OSW_A,6,23.0,23,0.021739130434782608,OK
1NZ1_A,403,24.0,24,0.12117452440033086,OK
1PH1_D,1,13.0,13,0.0,OK
1PH7_D,1,10.0,10,0.0,OK
1PH3_D,1,12.0,12,0.0,OK
1LNG_B,4624,97.0,97,0.1849917953840117,OK
1PH8_D,1,11.0,11,0.0,OK
1P5P_A,674,77.0,77,0.17098924814058344,OK
1PH9_D,1,11.0,11,0.0,OK
1Q75_A,1,15.0,15,0.0,OK
1PHJ_D,1,11.0,11,0.0,OK
1Q8N_A,15,38.0,38,0.03684210526315789,OK
1Q2R_E,8,20.0,20,0.0125,OK
1PJY_A,197,22.0,22,0.011305952930318412,OK
1Q93_C,454,27.0,27,0.002284222548539729,OK
1QD3_A,231,29.0,29,0.10419465591879384,OK
1QFQ_A,2,15.0,15,0.0,OK
1R7W_A,171,34.0,34,0.01891984864121087,OK
1R7Z_A,408,34.0,34,0.03943194925028835,OK
1RAW_A,94,36.0,36,0.17523640661938533,OK
1RFR_A,204,30.0,30,0.011111111111111112,OK
1L9A_B,6336,128.0,128,0.036126647332702023,OK
1I9V_A,14335,76.0,76,0.010563031226479173,OK
1RKJ_B,9,21.0,21,0.0,OK
1JGP_D,13173,74.0,74,0.022191173181835902,OK
1RNK_A,10,34.0,34,0.15588235294117647,OK
1Q96_C,65,27.0,27,0.038746438746438745,OK
1R3E_C,4,17.0,17,0.0,OK
1ROQ_A,1,14.0,14,0.0,OK
1RY1_R,1,12.0,12,0.0,OK
1IVS_C,16313,75.0,75,0.015514824577535299,OK
1P6V_D,4231,68.0,68,0.25759798128658223,OK
1FIR_A,18456,76.0,76,0.030192007163552574,OK
1EUY_B,16947,74.0,74,0.025920237816148595,OK
1S03_A,36,47.0,47,0.18971631205673758,OK
1H3E_B,17411,86.0,86,0.11281360487155273,OK
1SLP_A,26,19.0,19,0.0,OK
1S2F_A,34,23.0,23,0.01278772378516624,OK
1JGP_B,14335,76.0,76,0.010563031226479173,OK
1SY4_A,403,24.0,24,0.12117452440033086,OK
1T28_A,110,34.0,34,0.13877005347593582,OK
1TOB_A,11,27.0,27,0.19865319865319866,OK
1U1Y_R,1,17.0,17,0.0,OK
1U1Y_S,1,17.0,17,0.0,OK
1QA6_D,4333,58.0,58,0.03132336439673078,OK
1G59_D,18111,75.0,75,0.013811127675629913,OK
1U3K_A,18,38.0,38,0.42105263157894735,OK
1U63_B,43,49.0,49,0.27906976744186046,OK
1TXS_A,801,38.0,38,0.015572639463828109,OK
1SCL_A,1274,29.0,29,0.0007578628268283441,OK
1ULL_A,8,35.0,35,0.08928571428571429,OK
1VC5_B,138,76.0,76,0.115465293668955,OK
1U6P_B,146,101.0,101,0.15699172656991728,OK
1GTR_B,16987,74.0,74,0.02169783252375823,OK
1VFG_C,124,31.0,31,0.049167533818938604,OK
1QZW_H,4853,47.0,47,0.22784765729467624,OK
1NEM_A,5,23.0,23,0.05217391304347826,OK
1MT4_A,118,24.0,24,0.012005649717514125,OK
1WKS_A,50,17.0,17,0.001176470588235294,OK
1WSU_F,66,23.0,23,0.022397891963109356,OK
1WTS_A,1,14.0,14,0.0,OK
1XMQ_X,1,11.0,11,0.0,OK
1XNQ_X,1,11.0,11,0.6363636363636364,OK
1XP7_B,99,23.0,23,0.020202020202020204,OK
1XWP_A,1,15.0,15,0.0,OK
1YN2_A,1,17.0,17,0.0,OK
1YKV_D,122,38.0,38,0.42083692838654013,OK
1XHP_A,531,32.0,32,0.0472575329566855,OK
1YSV_A,37,27.0,27,0.031031031031031032,OK
1NBS_A,4324,155.0,155,0.25406284503595833,OK
1YNG_A,123,31.0,31,0.11513244164699711,OK
1Z30_A,1,18.0,18,0.0,OK
1YSH_F,191,34.0,34,0.05281798583307669,OK
1URN_Q,3033,21.0,21,0.0007693153093746566,OK
1ZDH_R,7,19.0,19,0.0,OK
1ZDI_S,6,19.0,19,0.0,OK
1J2B_C,17456,77.0,77,0.016674205720951827,OK
1J2B_D,17456,77.0,77,0.016674205720951827,OK
1ZE2_C,165,22.0,22,0.01818181818181818,OK
1ZIF_A,1,12.0,12,0.0,OK
1ZIG_A,2,12.0,12,0.0,OK
1ZDK_S,7,19.0,19,0.0,OK
1ZSE_R,11,20.0,20,0.004545454545454545,OK
2A43_A,17,26.0,26,0.02262443438914027,OK
229D_A,1,12.0,12,0.0,OK
2A6O_D,56,22.0,22,0.017857142857142856,OK
2A9X_2,7,28.0,28,0.07142857142857142,OK
2AC0_E,1,12.0,12,0.0,OK
2AHT_A,6,27.0,27,0.012345679012345678,OK
2ANR_B,4,24.0,24,0.0,OK
2ANN_B,3,25.0,25,0.0,OK
2AU4_A,14,41.0,41,0.08710801393728224,OK
2B2E_S,6,19.0,19,0.0,OK
2AP0_A,17,28.0,28,0.03361344537815126,OK
2B2G_R,6,19.0,19,0.0,OK
2B3J_H,1,16.0,16,0.0,OK
28SP_A,2331,28.0,28,0.011245939817368388,OK
1ZC5_A,2584,41.0,41,0.011704296609529563,OK
2B6G_B,16,19.0,19,0.0,OK
2B8R_B,101,23.0,23,0.01076194575979337,OK
2BJ2_A,6,21.0,21,0.0,OK
2BNY_R,6,19.0,19,0.0,OK
2BQ5_S,6,19.0,19,0.0,OK
2BJ2_B,1,19.0,19,0.0,OK
2BS1_S,11,20.0,20,0.004545454545454545,OK
2BS0_R,11,20.0,20,0.00909090909090909,OK
2C0B_R,1,13.0,13,0.0,OK
2C4R_R,1,10.0,10,0.0,OK
2C4Y_R,6,19.0,19,0.0,OK
2C51_R,6,19.0,19,0.03508771929824561,OK
2C50_R,7,19.0,19,0.0,OK
2C4Z_S,6,19.0,19,0.0,OK
2D2K_D,4,19.0,19,0.0,OK
2AB4_B,129,20.0,20,0.001937984496124031,OK
2B3J_E,1,16.0,16,0.0,OK
2B63_R,7,31.0,31,0.35023041474654376,OK
2D1B_B,683,39.0,39,0.1271915005443556,OK
2DR7_B,155,33.0,33,0.05513196480938416,OK
2DVI_B,544,34.0,34,0.12975778546712802,OK
1Z43_A,4856,101.0,101,0.18778850702203664,OK
1Y0Q_A,2799,229.0,229,0.2213813105429107,OK
1QU3_T,14297,75.0,75,0.013679326665267772,OK
2ESE_B,173,23.0,23,0.02261874842925358,OK
2EUY_A,164,34.0,34,0.1606886657101865,OK
2EVY_A,1,14.0,14,0.0,OK
1X8W_D,3569,247.0,247,0.13921272133066678,OK
2CZJ_B,4418,63.0,63,0.2220964740204215,OK
1X8W_B,3569,247.0,247,0.13921272133066678,OK
2EXF_B,1,14.0,14,0.0,OK
2F4X_A,84,24.0,24,0.018849206349206348,OK
2F87_A,1,12.0,12,0.0,OK
2EZ6_C,715,28.0,28,0.0533966033966034,OK
2F8K_B,1,16.0,16,0.0,OK
2FEY_A,28,43.0,43,0.14119601328903655,OK
2FCZ_A,100,23.0,23,0.02,OK
2FY1_B,6,21.0,21,0.12698412698412698,OK
2EEU_A,3747,67.0,67,0.06860413704097607,OK
2G1G_A,7,17.0,17,0.0,OK
1FFZ_A,7081,602.0,602,0.22331507130822692,OK
1U0B_A,12133,74.0,74,0.017444049175690157,OK
1X8W_C,4838,237.0,237,0.1646101625144121,OK
2GRW_A,21,22.0,22,0.008658008658008658,OK
2GVO_A,1,18.0,18,0.0,OK
2GV4_A,67,22.0,22,0.012890094979647219,OK
2F88_A,3205,34.0,34,0.015490501973020097,OK
2HNS_A,4,22.0,22,0.06818181818181818,OK
2H0S_B,1669,125.0,125,0.07595446375074895,OK
2H0Z_B,1669,125.0,125,0.07595446375074895,OK
2G9C_A,3935,67.0,67,0.015699140890212217,OK
2HVY_E,85,65.0,65,0.12434389140271493,OK
2HGH_B,3894,55.0,55,0.14495961152355605,OK
2HUA_A,15,40.0,40,0.255,OK
2HW8_B,27,36.0,36,0.2890946502057613,OK
2I91_D,1,15.0,15,0.0,OK
2I82_H,31,21.0,21,0.027649769585253458,OK
2I91_F,1,15.0,15,0.0,OK
2IHX_B,95,75.0,75,0.02049122807017544,OK
2GIS_A,4915,94.0,94,0.05156814787558711,OK
2IXY_A,121,27.0,27,0.025711662075298437,OK
2IZ9_S,6,19.0,19,0.0,OK
2IZ8_R,8,19.0,19,0.006578947368421052,OK
2IZM_R,3,19.0,19,0.0,OK
2IZN_R,1,19.0,19,0.0,OK
2IZN_S,1,19.0,19,0.0,OK
2DU4_C,12125,71.0,71,0.04158791926818644,OK
2HOJ_A,5037,83.0,83,0.14431998392617523,OK
2JR4_A,3,17.0,17,0.0,OK
2JRG_A,1,15.0,15,0.0,OK
2JTP_A,201,34.0,34,0.1340357038337723,OK
2CSX_C,14396,75.0,75,0.012711864406779662,OK
1SER_T,18681,94.0,94,0.13274666375097238,OK
2GO5_A,6187,127.0,127,0.03739616595121343,OK
2JYF_B,196,43.0,43,0.1006169909824395,OK
2CT8_C,15158,74.0,74,0.008118984534078874,OK
2K5Z_A,23,29.0,29,0.0704647676161919,OK
2HOP_A,5037,83.0,83,0.14431998392617523,OK
2K66_A,16,22.0,22,0.005681818181818182,OK
2DET_C,16905,76.0,76,0.03217126667600679,OK
2K96_A,181,47.0,47,0.4403432467379805,OK
2KBP_B,1,12.0,12,0.0,OK
2KD8_A,3,22.0,22,0.030303030303030304,OK
2KPD_A,3,17.0,17,0.0,OK
2KRL_A,8,102.0,102,0.05024509803921569,OK
2KPC_A,1,17.0,17,0.0,OK
2KRP_A,4,17.0,17,0.0,OK
2KRW_A,4,17.0,17,0.0,OK
2KUU_A,133,48.0,48,0.18671679197994986,OK
2KRZ_A,7,17.0,17,0.008403361344537815,OK
2DER_C,16905,76.0,76,0.03217126667600679,OK
2KVN_A,1,17.0,17,0.0,OK
2KUR_A,860,48.0,48,0.27933624031007753,OK
2JLT_B,4,16.0,16,0.0,OK
2KE6_A,1569,48.0,48,0.27820267686424477,OK
2KYE_A,1,11.0,11,0.0,OK
2KZL_A,40,55.0,55,0.26,OK
2JWV_A,120,29.0,29,0.07614942528735633,OK
2AKE_B,17388,72.0,72,0.024119443805434144,OK
2KUV_A,1090,48.0,48,0.3038799694189602,OK
2L2K_A,139,42.0,42,0.1668379582048647,OK
2L3C_B,177,34.0,34,0.11332668660684612,OK
2L1F_B,302,66.0,66,0.03848083483845073,OK
2L9E_A,7,17.0,17,0.0,OK
2FK6_R,13366,79.0,79,0.04773589515812841,OK
2J28_8,6625,74.0,74,0.11476185619581845,OK
2KX8_A,1865,42.0,42,0.2064981488573982,OK
2BYT_B,19721,83.0,83,0.06551941756173317,OK
2LBK_A,2,17.0,17,0.0,OK
2LBJ_A,2,17.0,17,0.0,OK
2LBQ_A,4,17.0,17,0.0,OK
2HOK_A,5037,83.0,83,0.14431998392617523,OK
2LDZ_A,4,30.0,30,0.03333333333333333,OK
2DLC_Y,19418,76.0,76,0.030875449257606886,OK
2LI4_A,188,32.0,32,0.05618351063829787,OK
2JYM_A,15,22.0,22,0.0,OK
2LBL_A,2,17.0,17,0.0,OK
2LHP_A,40,37.0,37,0.1783783783783784,OK
2LAC_A,4,17.0,17,0.0,OK
2LA5_A,67,36.0,36,0.10655058043117745,OK
2LU0_A,27,49.0,49,0.23356009070294784,OK
2LP9_A,1,16.0,16,0.0,OK
2LUN_A,48,28.0,28,0.047619047619047616,OK
2LQZ_A,25,27.0,27,0.02074074074074074,OK
2L94_A,1390,45.0,45,0.04799360511590727,OK
2M12_A,15,23.0,23,0.0,OK
2LUP_A,417,32.0,32,0.04106714628297362,OK
2D6F_F,20501,74.0,74,0.025950612824423857,OK
2D6F_E,20501,74.0,74,0.025950612824423857,OK
2M21_A,3,21.0,21,0.0,OK
2M22_A,12,23.0,23,0.050724637681159424,OK
2HOM_A,5037,83.0,83,0.14431998392617523,OK
2M23_A,25,29.0,29,0.06620689655172414,OK
2M58_A,16,59.0,59,0.2807203389830508,OK
2JQ7_B,3351,58.0,58,0.023184021239156607,OK
2MFD_A,1,19.0,19,0.0,OK
2MFC_B,67,22.0,22,0.04816824966078698,OK
1WZ2_D,25191,88.0,88,0.07414850541860188,OK
2MER_A,108,19.0,19,0.0,OK
2MFE_D,90,22.0,22,0.017676767676767676,OK
2MHI_A,339,53.0,53,0.19374408638058663,OK
2MI0_B,3,21.0,21,0.0,OK
2MIS_A,3,26.0,26,0.02564102564102564,OK
2MN0_A,1,15.0,15,0.0,OK
2MIY_A,141,59.0,59,0.0847457627118644,OK
2MTJ_A,12,47.0,47,0.1595744680851064,OK
2MFF_D,94,21.0,21,0.011144883485309016,OK
2MNC_A,24,29.0,29,0.14080459770114942,OK
2MXJ_A,1,11.0,11,0.0,OK
2N0J_A,9,27.0,27,0.07818930041152264,OK
2N2O_A,62,23.0,23,0.012622720897615708,OK
2MXL_A,733,39.0,39,0.05995732325882394,OK
2N2P_A,12,23.0,23,0.014492753623188406,OK
2N0R_A,30,26.0,26,0.021794871794871794,OK
2J37_A,6336,128.0,128,0.036126647332702023,OK
2N3R_A,1,62.0,62,0.0,OK
2N3O_B,12,23.0,23,0.0,OK
2N6S_A,66,36.0,36,0.117003367003367,OK
2N6T_A,22,42.0,42,0.07142857142857142,OK
2N82_A,25,23.0,23,0.022608695652173914,OK
2NOQ_C,1,13.0,13,0.0,OK
2NBY_A,46,39.0,39,0.11538461538461539,OK
2N6X_A,315,43.0,43,0.11266149870801033,OK
2MF1_G,1598,72.0,72,0.1528212348769295,OK
2N8A_B,92,45.0,45,0.33164251207729467,OK
2O32_A,1,14.0,14,0.0,OK
2NUF_D,34,28.0,28,0.16491596638655462,OK
2NC1_A,250,67.0,67,0.1675820895522388,OK
2O33_A,26,20.0,20,0.025,OK
2MQT_A,2109,68.0,68,0.22848157755278498,OK
2NUE_C,475,46.0,46,0.1674141876430206,OK
2OM7_A,1,12.0,12,0.0,OK
2OIU_P,3,71.0,71,0.3333333333333333,OK
2OIH_B,102,75.0,75,0.2073202614379085,OK
2OOM_B,1,16.0,16,0.0,OK
2OM7_D,1,13.0,13,0.0,OK
2OOM_A,4,16.0,16,0.0,OK
2OM7_B,1,10.0,10,0.0,OK
2PCW_A,17,35.0,35,0.16302521008403362,OK
2NZ4_Q,1711,141.0,141,0.11511247621771516,OK
2QH4_A,17,18.0,18,0.0032679738562091504,OK
2QH3_A,6,23.0,23,0.0,OK
2PXV_B,4477,49.0,49,0.06092363235220378,OK
2PXF_B,3687,49.0,49,0.036847611298384285,OK
2QWY_A,973,52.0,52,0.06826626610799273,OK
2LKR_A,4576,111.0,111,0.22072662697662698,OK
2PXL_B,4378,47.0,47,0.05242848672764208,OK
2QUW_D,443,57.0,57,0.26834580808680847,OK
2QUX_I,3,25.0,25,0.0,OK
2PXD_B,4044,49.0,49,0.035694099598296294,OK
2OZB_C,4620,33.0,33,0.011176702085792994,OK
2PXP_B,3854,49.0,49,0.03854463425224786,OK
2PXK_B,3658,49.0,49,0.04501177179455708,OK
2RN1_B,1,16.0,16,0.0,OK
2RLU_A,2,19.0,19,0.0,OK
2RO2_A,45,23.0,23,0.022222222222222223,OK
2R93_R,1,18.0,18,0.0,OK
2RP1_A,11,27.0,27,0.06060606060606061,OK
2PXU_B,4499,49.0,49,0.032569595964636135,OK
2RPT_A,17,20.0,20,0.05,OK
2RPK_A,6,20.0,20,0.08333333333333333,OK
2RQJ_A,1,12.0,12,0.0,OK
2RRC_A,13,22.0,22,0.04895104895104895,OK
2TPK_A,13,36.0,36,0.053418803418803416,OK
2UUC_Y,1,11.0,11,0.0,OK
2PXB_B,4958,49.0,49,0.05358480625005145,OK
2UWM_C,66,23.0,23,0.022397891963109356,OK
2OEU_A,5119,43.0,43,0.0643748551906486,OK
2VPL_B,39,48.0,48,0.25747863247863245,OK
2VPL_D,39,48.0,48,0.25747863247863245,OK
2J37_Z,4383,280.0,280,0.23219419184511586,OK
2QBZ_X,2010,161.0,161,0.03652235715830784,OK
2RVO_A,1852,34.0,34,0.014975860754669038,OK
2W2H_S,8,22.0,22,0.0,OK
2VWJ_B,122,26.0,26,0.02364438839848676,OK
2XEB_A,18,19.0,19,0.0,OK
2WWA_G,4,18.0,18,0.0,OK
2XDD_G,104,36.0,36,0.13942307692307693,OK
2WWB_G,1,14.0,14,0.0,OK
2WWB_F,132,25.0,25,0.05181818181818182,OK
2XHB_D,1,19.0,19,0.0,OK
2WWA_E,1187,34.0,34,9.91129391942118e-05,OK
2Y8W_B,10,20.0,20,0.0,OK
2Y9H_L,3,19.0,19,0.0,OK
2Y9H_N,3,19.0,19,0.0,OK
2ZH2_B,116,34.0,34,0.04994929006085193,OK
2ZH1_B,57,33.0,33,0.04891015417331207,OK
2YJY_D,1,10.0,10,0.0,OK
2ZH4_B,110,34.0,34,0.05962566844919786,OK
2ZH7_B,111,33.0,33,0.2716352716352716,OK
2ZH5_B,267,34.0,34,0.06400088125137696,OK
2WW9_D,3083,63.0,63,0.021840198940425992,OK
2ZH8_B,265,34.0,34,0.08812430632630411,OK
2ZHB_B,330,34.0,34,0.09304812834224599,OK
2R8S_R,4059,159.0,159,0.1616409531733968,OK
2ZH9_B,230,33.0,33,0.2085638998682477,OK
397D_A,1,15.0,15,0.0,OK
2ZY6_A,15,39.0,39,0.19658119658119658,OK
2XNW_A,3935,67.0,67,0.015699140890212217,OK
3AGV_U,1,15.0,15,0.0,OK
2XO1_A,3851,67.0,67,0.054942116217148486,OK
2V3C_M,4698,96.0,96,0.17900569391230312,OK
3AGV_S,1,10.0,10,0.0,OK
2MS0_B,11852,71.0,71,0.03875021984760402,OK
2YIE_X,4450,54.0,54,0.090715771951727,OK
2YIF_X,4450,54.0,54,0.090715771951727,OK
2YDH_A,4565,94.0,94,0.05346414672228566,OK
3BBM_B,8,30.0,30,0.04583333333333333,OK
3BO0_D,236,27.0,27,0.010200878844946642,OK
3BO0_E,822,27.0,27,0.00013517166801838335,OK
3C2P_C,5,20.0,20,0.0,OK
3C3L_C,1,19.0,19,0.0,OK
3B4B_B,1661,125.0,125,0.06850331125827815,OK
2ZNI_D,4793,72.0,72,0.08293054686232237,OK
3B4C_B,1669,125.0,125,0.07595446375074895,OK
2XXA_F,6849,106.0,106,0.1314253285839828,OK
3DEG_E,1,16.0,16,0.0,OK
3DEG_K,1,15.0,15,0.0,OK
3CUL_D,740,92.0,92,0.3364424206815511,OK
3CUL_C,740,92.0,92,0.3364424206815511,OK
3DH3_G,282,22.0,22,0.0025789813023855577,OK
3DKN_D,123,20.0,20,0.0004065040650406504,OK
3BO1_G,4935,32.0,32,0.14036854103343466,OK
3EGZ_B,592,65.0,65,0.24893451143451142,OK
2XKV_B,7381,114.0,114,0.1398612368884547,OK
1I95_A,6882,1514.0,1514,0.057836344462244664,OK
3A3A_A,8282,90.0,90,0.10302530253025302,OK
3F4E_X,3508,54.0,54,0.14365049199712826,OK
2NR0_F,24103,87.0,87,0.03191809480481516,OK
3F4G_Y,4990,56.0,56,0.16549885485256227,OK
3DJ2_A,4092,174.0,174,0.06887843956809474,OK
3D2G_B,4181,77.0,77,0.15405809211118945,OK
3FU2_B,300,34.0,34,0.18901960784313726,OK
3GS5_C,60,36.0,36,0.11851851851851852,OK
3HAY_E,58,71.0,71,0.12433220009713453,OK
3E5F_A,193,53.0,53,0.06765079675432593,OK
3DIR_A,4092,174.0,174,0.06887843956809474,OK
3AKZ_H,9952,74.0,74,0.027122077865646996,OK
2NR0_G,24103,87.0,87,0.03191809480481516,OK
3I2R_C,4,19.0,19,0.0,OK
3I2U_B,4,30.0,30,0.0,OK
3IAB_R,47,46.0,46,0.09343200740055504,OK
3IBK_A,1,12.0,12,0.0,OK
3ID5_D,76,35.0,35,0.544360902255639,OK
2NR0_E,24103,87.0,87,0.03191809480481516,OK
1FKA_A,7289,1479.0,1479,0.05584396393799097,OK
3CCV_9,9081,122.0,122,0.07310345325585216,OK
3G9C_S,1711,141.0,141,0.11511247621771516,OK
2NRE_F,24103,87.0,87,0.03191809480481516,OK
3FO6_A,3991,68.0,68,0.018353796041092458,OK
3J0O_4,1,14.0,14,0.0,OK
2NR0_H,24103,87.0,87,0.03191809480481516,OK
3ADC_C,14623,92.0,92,0.1158679447802598,OK
3J0L_b,1,12.0,12,0.0,OK
3IWN_B,2798,93.0,93,0.13228342825520534,OK
3AMT_B,16248,78.0,78,0.02500347182769635,OK
3ADC_D,14623,92.0,92,0.1158679447802598,OK
3IRW_R,2775,92.0,92,0.1856090873482178,OK
3J0O_6,1,19.0,19,0.0,OK
1HNW_A,6997,1507.0,1507,0.05381840107984472,OK
3ADD_D,14623,92.0,92,0.1158679447802598,OK
2V0G_F,19649,83.0,83,0.06729549374657774,OK
3J0Q_3,1,12.0,12,0.0,OK
3IQN_A,4854,94.0,94,0.05355530424567586,OK
3J45_3,1,18.0,18,0.0,OK
3IZZ_D,4355,60.0,60,0.03950631458094145,OK
3J6B_e,17,20.0,20,0.0029411764705882353,OK
3J0L_1,3571,50.0,50,0.010204424530943713,OK
3J5S_B,48,32.0,32,0.06315104166666667,OK
3HL2_E,8282,90.0,90,0.10302530253025302,OK
3EOH_A,3948,412.0,412,0.2580352839338586,OK
3J0O_7,2959,50.0,50,0.01668807029401825,OK
3FOZ_D,10927,69.0,69,0.0680550637100229,OK
3ICQ_D,7274,67.0,67,0.13892456879747536,OK
3IQR_A,4892,94.0,94,0.052310763556653504,OK
3J0Q_a,2496,48.0,48,0.047501001602564104,OK
3ICQ_E,7274,67.0,67,0.13892456879747536,OK
3JCS_5,38,133.0,133,0.15037593984962405,OK
3J0E_C,1,13.0,13,0.0,OK
3JCS_6,31,76.0,76,0.09465195246179967,OK
3J2C_O,4469,144.0,144,0.14298034608786456,OK
2ZJQ_Y,7595,122.0,122,0.0689398763207028,OK
3J7Y_B,3574,73.0,73,0.04736644410544955,OK
1N34_A,6944,1513.0,1513,0.05698415194276333,OK
3IIN_B,3954,197.0,197,0.19856779358562557,OK
